Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S000057,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,093409,Craywinckel,12-16,Dijous,2024,1,Gener,4,13,Matí,,Turisme,VIANO,MERCEDES,negre,,,428152.184,4585056.424,2.13920428,41.41200016
2024S000057,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,093409,Craywinckel,12-16,Dijous,2024,1,Gener,4,13,Matí,,Turisme,VIANO,MERCEDES,negre,B,34,428152.184,4585056.424,2.13920428,41.41200016
2024S000058,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,,Dijous,2024,1,Gener,4,20,Tarda,,Autobús articulat,HIBRID H18,SOLARIS,vermell,D,2,428614.303,4582926.603,2.14498432,41.39285888
2024S000059,2,Eixample,6,la Sagrada Família,105304,Dos de Maig,,Dijous,2024,1,Gener,4,16,Tarda,,Taxi,RAPID,SKODA,negre,B,25,431931.309,4584263.018,2.18450693,41.40518333
2024S000059,2,Eixample,6,la Sagrada Família,105304,Dos de Maig,,Dijous,2024,1,Gener,4,16,Tarda,,Veh. mobilitat personal amb motor,NO DISPONIBLE,JOYOR,negre,,,431931.309,4584263.018,2.18450693,41.40518333
2024S000060,8,Nou Barris,50,les Roquetes,120807,Favència,233,Dijous,2024,1,Gener,4,17,Tarda,,Autobús,NL 273 F,MAN,vermell,,,431428.097,4588801.805,2.17797209,41.44601984
2024S000060,8,Nou Barris,50,les Roquetes,120807,Favència,233,Dijous,2024,1,Gener,4,17,Tarda,,Autobús,NL 273 F,MAN,vermell,D,20,431428.097,4588801.805,2.17797209,41.44601984
2024S000061,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,702,Dijous,2024,1,Gener,4,21,Tarda,,Autobús,H2.CITYGOLD,CAETANO,vermell,D,17,431072.730,4582993.838,2.17438055,41.39367902
2024S000061,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,702,Dijous,2024,1,Gener,4,21,Tarda,,Taxi,TOYOTA PRIUS PLUS,TOYOTA,negre/groc,B,10,431072.730,4582993.838,2.17438055,41.39367902
2024S000062,2,Eixample,6,la Sagrada Família,268003,Provença,,Divendres,2024,1,Gener,5,7,Matí,,Furgoneta,35C16,IVECO BUS,blanc,B,8,431183.543,4584280.162,2.17555965,41.40527404
2024S000062,2,Eixample,6,la Sagrada Família,268003,Provença,,Divendres,2024,1,Gener,5,7,Matí,,Veh. mobilitat personal amb motor,M-365,XIAOMI,negre,,,431183.543,4584280.162,2.17555965,41.40527404
2024S000063,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,,Divendres,2024,1,Gener,5,10,Matí,,Furgoneta,TRANSIT COURIER,FORD,blanc,B,14,433073.949,4583092.358,2.19830558,41.39473550
2024S000063,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,,Divendres,2024,1,Gener,5,10,Matí,,Furgoneta,313 CDI,MERCEDES-BENZ,blanc,B,14,433073.949,4583092.358,2.19830558,41.39473550
2024S000064,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",085309,Comercial,7,Divendres,2024,1,Gener,5,11,Matí,,Veh. mobilitat personal amb motor,,XIAOMI,blanc,,,431792.696,4582082.283,2.18309450,41.38553032
2024S000065,1,Ciutat Vella,1,el Raval,701349,Drassanes,,Dijous,2024,1,Gener,4,21,Tarda,,Motocicleta,SUPER DINK 125,KYMCO,gris,B,30,431242.622,4580854.666,2.17665545,41.37442665
2024S000065,1,Ciutat Vella,1,el Raval,701349,Drassanes,,Dijous,2024,1,Gener,4,21,Tarda,,Turisme,MAZDA CX-5,MAZDA,gris,B,31,431242.622,4580854.666,2.17665545,41.37442665
2024S000066,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,1,Gener,4,21,Tarda,,Bicicleta,,,blanc,,,430786.526,4585244.587,2.17069986,41.41392619
2024S000066,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,1,Gener,4,21,Tarda,,Furgoneta,EXPERT FURGÓN PREMIUM,PEUGEOT,gris,,,430786.526,4585244.587,2.17069986,41.41392619
2024S000067,3,Sants-Montjuïc,18,Sants,162002,Josep Tarradellas,59,Divendres,2024,1,Gener,5,12,Matí,,Taxi,ALTEA XL,SEAT,negre/groc,,,428379.327,4582041.368,2.14227865,41.38486500
2024S000067,3,Sants-Montjuïc,18,Sants,162002,Josep Tarradellas,59,Divendres,2024,1,Gener,5,12,Matí,,Taxi,ALTEA XL,SEAT,negre/groc,B,29,428379.327,4582041.368,2.14227865,41.38486500
2024S000068,4,Les Corts,21,Pedralbes,144601,Diagonal,,Divendres,2024,1,Gener,5,9,Matí,,Motocicleta,LIKE 125,KYMCO,blanc,B,13,425852.582,4582020.451,2.11206426,41.38444757
2024S000068,4,Les Corts,21,Pedralbes,144601,Diagonal,,Divendres,2024,1,Gener,5,9,Matí,,Turisme,LYNK & CO 01,LYNK&CO,blau,B,31,425852.582,4582020.451,2.11206426,41.38444757
2024S000069,8,Nou Barris,50,les Roquetes,212304,Mina de la Ciutat,83,Divendres,2024,1,Gener,5,12,Matí,,Autobús,NL 273 F,MAN,altres,,,431275.927,4589084.131,2.17611843,41.44854962
2024S000069,8,Nou Barris,50,les Roquetes,212304,Mina de la Ciutat,83,Divendres,2024,1,Gener,5,12,Matí,,Autobús,NL 273 F,MAN,altres,D,26,431275.927,4589084.131,2.17611843,41.44854962
2024S000070,2,Eixample,10,Sant Antoni,198804,Paral·lel,142-146,Divendres,2024,1,Gener,5,13,Matí,,Bicicleta,,,,,,429808.412,4580953.009,2.15949512,41.37518851
2024S000070,2,Eixample,10,Sant Antoni,198804,Paral·lel,142-146,Divendres,2024,1,Gener,5,13,Matí,,Taxi,LODGY,DACIA,negre/groc,,,429808.412,4580953.009,2.15949512,41.37518851
2024S000070,2,Eixample,10,Sant Antoni,198804,Paral·lel,142-146,Divendres,2024,1,Gener,5,13,Matí,,Taxi,LODGY,DACIA,negre/groc,B,20,429808.412,4580953.009,2.15949512,41.37518851
2024S000071,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Divendres,2024,1,Gener,5,13,Matí,,Motocicleta,S02,SILENCE,verd,B,9,431553.841,4583500.417,2.18007765,41.39828275
2024S000071,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Divendres,2024,1,Gener,5,13,Matí,,Taxi,FIAT TIPO,FIAT,negre/groc,B,36,431553.841,4583500.417,2.18007765,41.39828275
2024S000072,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,,Divendres,2024,1,Gener,5,14,Tarda,,Motocicleta,ANC 125,HONDA,,,,426793.069,4582325.321,2.12327446,41.38727958
2024S000072,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,,Divendres,2024,1,Gener,5,14,Tarda,,Motocicleta,ANC 125,HONDA,,B,1,426793.069,4582325.321,2.12327446,41.38727958
2024S000072,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,,Divendres,2024,1,Gener,5,14,Tarda,,Tot terreny,XC 60,VOLVO,negre,B,30,426793.069,4582325.321,2.12327446,41.38727958
2024S000073,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,23-31,Divendres,2024,1,Gener,5,14,Tarda,,Turisme,I 10,HYUNDAI,blanc,,,432758.379,4581836.017,2.19467063,41.38339360
2024S000073,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,23-31,Divendres,2024,1,Gener,5,14,Tarda,,Turisme,I 10,HYUNDAI,blanc,B,39,432758.379,4581836.017,2.19467063,41.38339360
2024S000074,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,,Divendres,2024,1,Gener,5,18,Tarda,,Motocicleta,LIBERTY 125 3V,PIAGGIO,,B,26,429156.524,4581362.402,2.15165251,41.37881863
2024S000074,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,,Divendres,2024,1,Gener,5,18,Tarda,,Turisme,FORTWO COUPE,SMART,,B,20,429156.524,4581362.402,2.15165251,41.37881863
2024S000075,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,220,Divendres,2024,1,Gener,5,15,Tarda,,Motocicleta,NSC110MPD,HONDA,blanc,B,15,429013.846,4582487.728,2.14981447,41.38894147
2024S000075,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,220,Divendres,2024,1,Gener,5,15,Tarda,,Motocicleta,YP125E,YAMAHA,gris,B,15,429013.846,4582487.728,2.14981447,41.38894147
2024S000076,4,Les Corts,21,Pedralbes,144601,Diagonal,712-716,Divendres,2024,1,Gener,5,22,Nit,,Turisme,A6 AVANT 2.7 TDI,AUDI,blau,B,9,425404.649,4581888.602,2.10672380,41.38321863
2024S000076,4,Les Corts,21,Pedralbes,144601,Diagonal,712-716,Divendres,2024,1,Gener,5,22,Nit,,Turisme,CUPRA LEON SPORTSTOURE,SEAT,gris,B,25,425404.649,4581888.602,2.10672380,41.38321863
2024S000076,4,Les Corts,21,Pedralbes,144601,Diagonal,712-716,Divendres,2024,1,Gener,5,22,Nit,,Turisme,LEON,SEAT,gris,B,8,425404.649,4581888.602,2.10672380,41.38321863
2024S000077,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Divendres,2024,1,Gener,5,23,Nit,,Bicicleta,,'--------,negre,,,430028.144,4583341.238,2.16184651,41.39671768
2024S000077,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Divendres,2024,1,Gener,5,23,Nit,,Taxi,TOYOTA COROLLA,TOYOTA,negre/groc,B,14,430028.144,4583341.238,2.16184651,41.39671768
2024S000078,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,788,Divendres,2024,1,Gener,5,20,Tarda,,Ciclomotor,CW 50,YAMAHA,blanc,,,431739.185,4583645.442,2.18227827,41.39960471
2024S000078,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,788,Divendres,2024,1,Gener,5,20,Tarda,,Ciclomotor,CW 50,YAMAHA,blanc,B,3,431739.185,4583645.442,2.18227827,41.39960471
2024S000079,2,Eixample,7,la Dreta de l'Eixample,074404,Catalunya,10,Divendres,2024,1,Gener,5,17,Tarda,,"Camió rígid > 3,5 tones",PORTER ELECTRIC,PIAGGIO,altres,B,1,430644.481,4582349.327,2.16933226,41.38783727
2024S000079,2,Eixample,7,la Dreta de l'Eixample,074404,Catalunya,10,Divendres,2024,1,Gener,5,17,Tarda,,Ciclomotor,ZIP 50 2T,PIAGGIO,gris,B,30,430644.481,4582349.327,2.16933226,41.38783727
2024S000080,3,Sants-Montjuïc,15,Hostafrancs,161305,Indíbil,,Divendres,2024,1,Gener,5,20,Tarda,,Ciclomotor,CIKLO,NUUK,blanc,AM,37,428420.752,4580432.674,2.14296412,41.37037974
2024S000080,3,Sants-Montjuïc,15,Hostafrancs,161305,Indíbil,,Divendres,2024,1,Gener,5,20,Tarda,,Veh. mobilitat personal amb motor,M-365,XIAOMI,negre,,,428420.752,4580432.674,2.14296412,41.37037974
2024S000081,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,751,Dissabte,2024,1,Gener,6,11,Matí,,Turisme,320D,BMW,negre,B,48,431756.231,4583735.028,2.18247207,41.40041303
2024S000081,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,751,Dissabte,2024,1,Gener,6,11,Matí,,Turisme,ISETTA 300 GL6 9EQ,BMW,vermell,,,431756.231,4583735.028,2.18247207,41.40041303
2024S000081,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,751,Dissabte,2024,1,Gener,6,11,Matí,,Turisme,ISETTA 300 GL6 9EQ,BMW,vermell,B,27,431756.231,4583735.028,2.18247207,41.40041303
2024S000082,7,Horta-Guinardó,43,Horta,351901,Valldaura,30,Dijous,2024,1,Gener,4,6,Matí,,Turisme,FOCUS,FORD,,B,34,429660.864,4587903.493,2.15692261,41.43777613
2024S000082,7,Horta-Guinardó,43,Horta,351901,Valldaura,30,Dijous,2024,1,Gener,4,6,Matí,,Turisme,308 5P SPORT VTI,PEUGEOT,gris,B,16,429660.864,4587903.493,2.15692261,41.43777613
2024S000083,4,Les Corts,21,Pedralbes,144601,Diagonal,680,Divendres,2024,1,Gener,5,14,Tarda,,"Camió rígid > 3,5 tones",35C14,LECAPITAINE INDUSTRIE,blanc,C,0,426879.747,4582417.877,2.12429989,41.38812108
2024S000083,4,Les Corts,21,Pedralbes,144601,Diagonal,680,Divendres,2024,1,Gener,5,14,Tarda,,Turisme,508 ACTIVE HDI 140,PEUGEOT,blanc,,,426879.747,4582417.877,2.12429989,41.38812108
2024S000083,4,Les Corts,21,Pedralbes,144601,Diagonal,680,Divendres,2024,1,Gener,5,14,Tarda,,Turisme,508 ACTIVE HDI 140,PEUGEOT,blanc,B,19,426879.747,4582417.877,2.12429989,41.38812108
2024S000083,4,Les Corts,21,Pedralbes,144601,Diagonal,680,Divendres,2024,1,Gener,5,14,Tarda,,Turisme,SANDERO,DACIA,gris,B,30,426879.747,4582417.877,2.12429989,41.38812108
2024S000084,4,Les Corts,21,Pedralbes,144601,Diagonal,712-716,Divendres,2024,1,Gener,5,21,Tarda,,Autobús articulat,NEW CITY MAN A-24GNC,CARROCERA CASTROSUA SA,,D,0,425404.649,4581888.602,2.10672380,41.38321863
2024S000084,4,Les Corts,21,Pedralbes,144601,Diagonal,712-716,Divendres,2024,1,Gener,5,21,Tarda,,Turisme,A 200,MERCEDES-BENZ,,B,15,425404.649,4581888.602,2.10672380,41.38321863
2024S000085,8,Nou Barris,48,la Guineueta,351901,Valldaura,175,Dissabte,2024,1,Gener,6,16,Tarda,,Autobús articulat,7900,VOLVO,vermell,,,431013.112,4587997.663,2.17309650,41.43874166
2024S000085,8,Nou Barris,48,la Guineueta,351901,Valldaura,175,Dissabte,2024,1,Gener,6,16,Tarda,,Autobús articulat,7900,VOLVO,vermell,D,19,431013.112,4587997.663,2.17309650,41.43874166
2024S000086,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,643,Dissabte,2024,1,Gener,6,18,Tarda,,Motocicleta,ZT125-Z2,ZONTES,negre,,,426498.510,4582192.316,2.11976790,41.38605478
2024S000086,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,643,Dissabte,2024,1,Gener,6,18,Tarda,,Motocicleta,ZT125-Z2,ZONTES,negre,B,10,426498.510,4582192.316,2.11976790,41.38605478
2024S000087,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,,Dissabte,2024,1,Gener,6,20,Tarda,,Motocicleta,CBR650RA,HONDA,negre,A,0,427714.159,4585334.953,2.13393052,41.41446946
2024S000087,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,,Dissabte,2024,1,Gener,6,20,Tarda,,Turisme,GOLF 1.9,VOLKSWAGEN,negre,B,4,427714.159,4585334.953,2.13393052,41.41446946
2024S000088,5,Sarrià-Sant Gervasi,23,Sarrià,701501,B-20 (Llobregat),E9,Dissabte,2024,1,Gener,6,20,Tarda,,Motocicleta,YZF690-U,YAMAHA,blau,A2,0,425982.384,4583777.908,2.11340164,41.40028816
2024S000088,5,Sarrià-Sant Gervasi,23,Sarrià,701501,B-20 (Llobregat),E9,Dissabte,2024,1,Gener,6,20,Tarda,,Turisme,IBIZA,SEAT,gris,B,7,425982.384,4583777.908,2.11340164,41.40028816
2024S000089,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,,Dissabte,2024,1,Gener,6,21,Tarda,,Motocicleta,SH125AD,HONDA,negre,A,32,428605.670,4582881.433,2.14488639,41.39245128
2024S000089,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,,Dissabte,2024,1,Gener,6,21,Tarda,,Turisme,,PEUGEOT,gris,,,428605.670,4582881.433,2.14488639,41.39245128
2024S000090,2,Eixample,10,Sant Antoni,361406,Viladomat,,Dissabte,2024,1,Gener,6,21,Tarda,,Motocicleta,,,,,,430025.093,4581048.897,2.16207494,41.37607102
2024S000090,2,Eixample,10,Sant Antoni,361406,Viladomat,,Dissabte,2024,1,Gener,6,21,Tarda,,Motocicleta,AGILITY CITY 125,KYMCO,blanc,B,8,430025.093,4581048.897,2.16207494,41.37607102
2024S000091,5,Sarrià-Sant Gervasi,23,Sarrià,107300,Eduardo Conde,3-5,Dissabte,2024,1,Gener,6,17,Tarda,,Turisme,208 5P STYLE 1 2 82,PEUGEOT,gris,B,2,426721.960,4582792.211,2.12236755,41.39147818
2024S000092,2,Eixample,6,la Sagrada Família,289105,Rosselló,,Diumenge,2024,1,Gener,7,5,Nit,,Furgoneta,35S16,IVECO BUS,blanc,B,25,431274.055,4584558.517,2.17661079,41.40778884
2024S000092,2,Eixample,6,la Sagrada Família,289105,Rosselló,,Diumenge,2024,1,Gener,7,5,Nit,,Turisme,KAMIQ,SKODA,desconegut,,,431274.055,4584558.517,2.17661079,41.40778884
2024S000092,2,Eixample,6,la Sagrada Família,289105,Rosselló,,Diumenge,2024,1,Gener,7,5,Nit,,Turisme,KAMIQ,SKODA,desconegut,B,10,431274.055,4584558.517,2.17661079,41.40778884
2024S000093,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,51,Diumenge,2024,1,Gener,7,10,Matí,,Motocicleta,SH 150,HONDA,,,,431045.860,4582285.176,2.17413989,41.38729401
2024S000093,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,51,Diumenge,2024,1,Gener,7,10,Matí,,Motocicleta,SH 150,HONDA,,A,31,431045.860,4582285.176,2.17413989,41.38729401
2024S000094,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant,368-370,Diumenge,2024,1,Gener,7,9,Matí,,Motocicleta,XP500A,YAMAHA,blau,A2,1,430806.482,4584689.883,2.17100209,41.40893188
2024S000094,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant,368-370,Diumenge,2024,1,Gener,7,9,Matí,,Turisme,SANDERO,DACIA,granate,B,11,430806.482,4584689.883,2.17100209,41.40893188
2024S000095,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana,599,Diumenge,2024,1,Gener,7,12,Matí,,Turisme,PUNTO,FIAT,negre,B,0,432259.002,4589116.236,2.18788294,41.44892239
2024S000095,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana,599,Diumenge,2024,1,Gener,7,12,Matí,,Turisme,MEGANE SCENIC,RENAULT,negre,,,432259.002,4589116.236,2.18788294,41.44892239
2024S000095,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana,599,Diumenge,2024,1,Gener,7,12,Matí,,Turisme,MEGANE SCENIC,RENAULT,negre,B,23,432259.002,4589116.236,2.18788294,41.44892239
2024S000096,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,,Diumenge,2024,1,Gener,7,13,Matí,,Turisme,C 220 D,MERCEDES-BENZ,gris,,,429868.703,4582996.420,2.15997937,41.39359813
2024S000096,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,,Diumenge,2024,1,Gener,7,13,Matí,,Turisme,C 220 D,MERCEDES-BENZ,gris,B,44,429868.703,4582996.420,2.15997937,41.39359813
2024S000097,1,Ciutat Vella,2,el Barri Gòtic,034308,Rambla,88,Diumenge,2024,1,Gener,7,14,Tarda,,Autobús articulat,HYBRID H18,SOLARIS,vermell,,,430930.384,4581693.077,2.17282639,41.38195123
2024S000097,1,Ciutat Vella,2,el Barri Gòtic,034308,Rambla,88,Diumenge,2024,1,Gener,7,14,Tarda,,Autobús articulat,HYBRID H18,SOLARIS,vermell,D,24,430930.384,4581693.077,2.17282639,41.38195123
2024S000098,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París,,Diumenge,2024,1,Gener,7,15,Tarda,,Autobús,NJ MB17PL4H2155,CITROEN,,D,13,428885.894,4582593.132,2.14827183,41.38987951
2024S000098,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París,,Diumenge,2024,1,Gener,7,15,Tarda,,Motocicleta,LTS125-C,YAMAHA,,A,38,428885.894,4582593.132,2.14827183,41.38987951
2024S000099,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,,Diumenge,2024,1,Gener,7,18,Tarda,,Autobús,VOLVO B12BLE 6X2,VOLVO,vermell,D,3,432800.776,4584710.486,2.19485846,41.40928674
2024S000100,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701353,Josep M. Lladó,1,Diumenge,2024,1,Gener,7,17,Tarda,,Turisme,C 220 CDI,MERCEDES-BENZ,blanc,B,30,426965.604,4584913.652,2.12502547,41.41060727
2024S000101,4,Les Corts,19,les Corts,110803,Entença,,Diumenge,2024,1,Gener,7,22,Nit,,Autobús,LION'S CITY 12G EFFICI,MAN,vermell,D,20,427954.947,4582701.104,2.13712502,41.39076907
2024S000101,4,Les Corts,19,les Corts,110803,Entença,,Diumenge,2024,1,Gener,7,22,Nit,,Motocicleta,EK3,HORWIN,blanc,B,8,427954.947,4582701.104,2.13712502,41.39076907
2024S000102,4,Les Corts,20,la Maternitat i Sant Ramon,100708,Arístides Maillol,23,Dilluns,2024,1,Gener,8,8,Matí,,Motocicleta,PEGASO 650 STRADA,APRILIA,negre,A,6,426409.600,4581519.134,2.11878642,41.37998358
2024S000103,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),E14,Dilluns,2024,1,Gener,8,9,Matí,,"Camió rígid > 3,5 tones",FL,VOLVO,blanc,C,3,429595.667,4578423.700,2.15724505,41.35238918
2024S000103,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),E14,Dilluns,2024,1,Gener,8,9,Matí,,Furgoneta,35C15,BARBANY,blanc,B,5,429595.667,4578423.700,2.15724505,41.35238918
2024S000103,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),E14,Dilluns,2024,1,Gener,8,9,Matí,,Motocicleta,XP530D-A  (TMAX DX),YAMAHA,blau,,,429595.667,4578423.700,2.15724505,41.35238918
2024S000103,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),E14,Dilluns,2024,1,Gener,8,9,Matí,,Motocicleta,XP530D-A  (TMAX DX),YAMAHA,blau,A,21,429595.667,4578423.700,2.15724505,41.35238918
2024S000103,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),E14,Dilluns,2024,1,Gener,8,9,Matí,,Tractor camió,ACTROS,MERCEDES-BENZ,negre,D1,28,429595.667,4578423.700,2.15724505,41.35238918
2024S000104,5,Sarrià-Sant Gervasi,23,Sarrià,037350,J. V. FOIX,1,Dilluns,2024,1,Gener,8,10,Matí,,Furgoneta,FIAT FIORINO,FIAT,desconegut,B,26,426578.121,4583122.402,2.12060717,41.39443895
2024S000104,5,Sarrià-Sant Gervasi,23,Sarrià,037350,J. V. FOIX,1,Dilluns,2024,1,Gener,8,10,Matí,,Turisme,FORFOUR,SMART,gris,B,34,426578.121,4583122.402,2.12060717,41.39443895
2024S000105,6,Gràcia,28,Vallcarca i els Penitents,701103,Alfonso Comín,5,Dilluns,2024,1,Gener,8,8,Matí,,Autobús,LION'S CITY GNC,MAN,vermell,,,428100.864,4585361.877,2.13855397,41.41474666
2024S000105,6,Gràcia,28,Vallcarca i els Penitents,701103,Alfonso Comín,5,Dilluns,2024,1,Gener,8,8,Matí,,Autobús,LION'S CITY GNC,MAN,vermell,D,8,428100.864,4585361.877,2.13855397,41.41474666
2024S000105,6,Gràcia,28,Vallcarca i els Penitents,701103,Alfonso Comín,5,Dilluns,2024,1,Gener,8,8,Matí,,Turisme,CLA 200 D,MERCEDES-BENZ,blanc,B,26,428100.864,4585361.877,2.13855397,41.41474666
2024S000106,6,Gràcia,28,Vallcarca i els Penitents,701103,Alfonso Comín,7,Dilluns,2024,1,Gener,8,6,Matí,,Turisme,PICANTO,KIA,blanc,B,17,428045.091,4585465.581,2.13787434,41.41567568
2024S000107,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,,Divendres,2024,1,Gener,5,19,Tarda,,Motocicleta,C650 GT,BMW,negre,A,8,428095.076,4586174.999,2.13838800,41.42206959
2024S000107,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,,Divendres,2024,1,Gener,5,19,Tarda,,Turisme,SANDERO,DACIA,blau,B,13,428095.076,4586174.999,2.13838800,41.42206959
2024S000108,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,215,Dilluns,2024,1,Gener,8,9,Matí,,Ciclomotor,ZIP 50 2T,PIAGGIO,negre,B,4,431269.115,4586469.183,2.17633448,41.42499715
2024S000108,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,215,Dilluns,2024,1,Gener,8,9,Matí,,Veh. mobilitat personal amb motor,NO DISPONIBLE,NO DISPONIBLE,negre,,,431269.115,4586469.183,2.17633448,41.42499715
2024S000109,3,Sants-Montjuïc,18,Sants,202901,Masnou,,Dilluns,2024,1,Gener,8,10,Matí,,Veh. mobilitat personal amb motor,M-365,XIAOMI,negre,,,428159.052,4581060.041,2.13976079,41.37600689
2024S000110,2,Eixample,6,la Sagrada Família,068900,Cartagena,,Dilluns,2024,1,Gener,8,8,Matí,,Autocar,K380EB4X2/TITANIUM,SCANIA,,,,431178.884,4584841.259,2.17544006,41.41032727
2024S000110,2,Eixample,6,la Sagrada Família,068900,Cartagena,,Dilluns,2024,1,Gener,8,8,Matí,,Autocar,K380EB4X2/TITANIUM,SCANIA,,D,15,431178.884,4584841.259,2.17544006,41.41032727
2024S000111,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dilluns,2024,1,Gener,8,11,Matí,,Altres vehicles amb motor,,NO DISPONIBLE,negre,B,,429641.975,4581631.115,2.15742623,41.38128146
2024S000111,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dilluns,2024,1,Gener,8,11,Matí,,Veh. mobilitat personal amb motor,,SMART,verd,Sense permís,,429641.975,4581631.115,2.15742623,41.38128146
2024S000112,2,Eixample,6,la Sagrada Família,197302,Marina,,Dilluns,2024,1,Gener,8,12,Matí,,Furgoneta,TRANSIT,FORD,blanc,,,431369.711,4583900.935,2.17782974,41.40187439
2024S000112,2,Eixample,6,la Sagrada Família,197302,Marina,,Dilluns,2024,1,Gener,8,12,Matí,,Furgoneta,TRANSIT,FORD,blanc,B,18,431369.711,4583900.935,2.17782974,41.40187439
2024S000113,7,Horta-Guinardó,37,el Carmel,337401,Tolrà,,Dilluns,2024,1,Gener,8,12,Matí,,Furgoneta,EXPERT FURGÓN PRO BLUE,PEUGEOT,blanc,,,429681.719,4586482.929,2.15733757,41.42498351
2024S000113,7,Horta-Guinardó,37,el Carmel,337401,Tolrà,,Dilluns,2024,1,Gener,8,12,Matí,,Furgoneta,EXPERT FURGÓN PRO BLUE,PEUGEOT,blanc,B,20,429681.719,4586482.929,2.15733757,41.42498351
2024S000114,7,Horta-Guinardó,43,Horta,700013,Karl Marx,1,Dilluns,2024,1,Gener,8,12,Matí,,Autobús,O 530,MERCEDES-BENZ,vermell,,,430069.177,4588237.792,2.16177086,41.44082271
